date,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,district,fed_state,mean_incidence,num_of_entries
2020-03-16,-3,0,-2,-1,0,1,0,3,2,1,2,0,0,1,LK Main-Taunus-Kreis,Hessen,6.730182766525754,2
2020-03-19,3,0,-2,-1,0,1,-2,4,2,1,1,0,0,1,LK Main-Taunus-Kreis,Hessen,15.142911224682944,1
2020-03-20,3,0,2,-1,0,1,-2,4,2,1,1,0,0,1,LK Main-Taunus-Kreis,Hessen,17.246093339222245,1
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,LK Main-Taunus-Kreis,Hessen,17.666729762130103,1
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,LK Main-Taunus-Kreis,Hessen,24.92270805729068,8
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,LK Main-Taunus-Kreis,Hessen,22.08341220266263,4
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,LK Main-Taunus-Kreis,Hessen,11.935558500010515,16
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,LK Main-Taunus-Kreis,Hessen,17.035775127768314,2
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,LK Main-Taunus-Kreis,Hessen,10.831387889877384,4
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Main-Taunus-Kreis,Hessen,8.833364881065052,2
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Main-Taunus-Kreis,Hessen,7.992092035249332,1
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Main-Taunus-Kreis,Hessen,7.150819189433614,1
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,LK Main-Taunus-Kreis,Hessen,2.3836063964778713,3
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,LK Main-Taunus-Kreis,Hessen,4.206364229078596,1
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,LK Main-Taunus-Kreis,Hessen,6.449758484587179,12
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Main-Taunus-Kreis,Hessen,3.7092484565511255,11
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Main-Taunus-Kreis,Hessen,4.141650933246617,13
2020-08-04,1,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Main-Taunus-Kreis,Hessen,10.586016643181132,6
2020-08-08,-2,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Main-Taunus-Kreis,Hessen,16.481299843026132,11
2020-08-24,-2,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Main-Taunus-Kreis,Hessen,14.932593013229015,10
2020-09-04,1,-2,2,-4,0,0,0,3,2,3,2,2,0,2,LK Main-Taunus-Kreis,Hessen,23.105993851455874,29
2020-10-15,1,-2,2,-4,0,1,1,3,2,3,2,2,0,2,LK Main-Taunus-Kreis,Hessen,72.01295560182555,5
2020-10-22,1,-2,2,-4,0,-2,1,3,2,3,2,2,0,2,LK Main-Taunus-Kreis,Hessen,136.70683744505436,8
2020-11-02,1,2,2,4,0,1,1,3,2,3,2,2,0,2,LK Main-Taunus-Kreis,Hessen,154.55383995985926,7
2020-11-11,1,2,2,4,0,1,1,3,2,1,2,2,0,2,LK Main-Taunus-Kreis,Hessen,154.31748235079675,15
2020-11-30,1,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Main-Taunus-Kreis,Hessen,127.87347256398932,13
2020-12-15,3,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Main-Taunus-Kreis,Hessen,142.17511094285655,1
2020-12-16,3,3,2,4,1,2,1,3,2,1,2,2,0,2,LK Main-Taunus-Kreis,Hessen,147.36296015872014,6
2020-12-27,3,3,2,4,1,2,1,3,2,1,2,2,2,2,LK Main-Taunus-Kreis,Hessen,86.69784049934218,9
2021-01-05,3,3,2,4,1,2,-2,3,2,1,1,2,2,2,LK Main-Taunus-Kreis,Hessen,112.64643405472479,5
2021-01-10,3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Main-Taunus-Kreis,Hessen,71.02599892173444,41
2021-02-22,-3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Main-Taunus-Kreis,Hessen,55.94464424674532,2
2021-02-24,-3,3,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Main-Taunus-Kreis,Hessen,48.70969777273014,5
2021-03-01,-3,2,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Main-Taunus-Kreis,Hessen,59.199041834506126,19
2021-03-20,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,LK Main-Taunus-Kreis,Hessen,113.10446038189113,63
2021-05-22,-3,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Main-Taunus-Kreis,Hessen,36.68884355362998,9
2021-05-31,1,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Main-Taunus-Kreis,Hessen,29.935292096942675,6
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,LK Main-Taunus-Kreis,Hessen,28.603276757734456,1
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,18.61507369741328,55
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,20.40086651103119,2
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,39.069700692441785,17
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,64.21716056393323,3
2021-08-23,-3,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,78.07012009169873,5
2021-08-28,-3,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,108.58428802778606,14
2021-09-11,1,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,73.35899215513072,10
2021-09-21,1,-2,2,-3,1,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,49.00414326876564,10
2021-10-01,1,-2,-2,-3,1,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,54.96315925996032,9
2021-10-10,1,-2,-2,-3,0,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,64.91822126877966,18
2021-10-28,1,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,135.1860749930029,13
2021-11-10,-2,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,162.02915010410752,5
2021-11-15,1,-2,2,4,0,2,-2,2,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,382.16621748705796,70
2022-01-24,1,1,1,4,0,2,0,2,2,3,2,2,5,3,LK Main-Taunus-Kreis,Hessen,1315.726346135616,69
2022-04-03,1,1,0,0,0,1,1,2,2,3,2,2,5,3,LK Main-Taunus-Kreis,Hessen,1157.5651460659979,16
2022-04-19,1,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Main-Taunus-Kreis,Hessen,991.2998366528556,6
2022-04-25,0,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Main-Taunus-Kreis,Hessen,880.7659321887348,9
2022-05-04,0,1,0,0,0,1,0,1,2,3,2,2,5,3,LK Main-Taunus-Kreis,Hessen,572.3225907464661,18
2022-05-23,0,0,0,0,0,1,0,1,2,3,2,2,5,3,LK Main-Taunus-Kreis,Hessen,420.7766350488289,9
2022-05-31,0,0,0,0,0,1,0,1,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,448.1689887709195,11
2022-06-12,0,0,0,0,0,1,0,0,2,3,2,2,5,2,LK Main-Taunus-Kreis,Hessen,541.7832474651796,119
2022-10-10,0,0,0,0,0,1,1,1,2,3,2,2,5,3,LK Main-Taunus-Kreis,Hessen,800.4711127936567,24
2022-11-22,0,0,0,0,0,1,0,0,2,3,2,2,5,3,LK Main-Taunus-Kreis,Hessen,204.8604538667003,40
2020-03-18,3,0,-2,-1,0,1,1,4,2,1,1,0,0,1,LK Main-Taunus-Kreis,Hessen,10.515910572696493,1
2020-03-09,-2,0,1,0,0,1,0,1,2,1,2,0,0,1,LK Main-Taunus-Kreis,Hessen,,0
2020-05-03,3,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Main-Taunus-Kreis,Hessen,,0
2020-02-26,-2,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Main-Taunus-Kreis,Hessen,,0
2020-02-28,-2,0,0,0,0,0,0,1,2,1,2,0,0,1,LK Main-Taunus-Kreis,Hessen,,0
2020-02-04,0,0,0,0,0,0,0,0,1,1,2,0,0,0,LK Main-Taunus-Kreis,Hessen,,0
2020-02-20,0,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Main-Taunus-Kreis,Hessen,,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,LK Main-Taunus-Kreis,Hessen,,0
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LK Main-Taunus-Kreis,Hessen,,0
2020-03-07,-2,0,1,0,0,0,0,1,2,1,2,0,0,1,LK Erzgebirgskreis,Sachsen,,0
2020-03-12,-2,0,-2,-1,0,1,0,1,2,1,2,0,0,1,LK Erzgebirgskreis,Sachsen,0.7403108120913484,2
2020-03-16,-3,0,-2,-1,0,1,0,3,2,1,2,0,0,1,LK Erzgebirgskreis,Sachsen,2.665118923528855,2
2020-03-19,3,0,-2,-1,0,1,-2,4,2,1,1,0,0,1,LK Erzgebirgskreis,Sachsen,8.883729745096181,1
2020-03-20,3,0,2,-1,0,1,-2,4,2,1,1,0,0,1,LK Erzgebirgskreis,Sachsen,10.36435136927888,1
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,LK Erzgebirgskreis,Sachsen,12.437221643134654,1
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,LK Erzgebirgskreis,Sachsen,17.115985975551975,10
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,LK Erzgebirgskreis,Sachsen,51.22950819672131,5
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,LK Erzgebirgskreis,Sachsen,25.720512785802278,21
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,LK Erzgebirgskreis,Sachsen,11.844972993461576,1
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,LK Erzgebirgskreis,Sachsen,7.62520136454089,4
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Erzgebirgskreis,Sachsen,4.73798919738463,1
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Erzgebirgskreis,Sachsen,6.218610821567327,1
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Erzgebirgskreis,Sachsen,4.812020278593765,4
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,LK Erzgebirgskreis,Sachsen,2.665118923528854,4
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,LK Erzgebirgskreis,Sachsen,,0
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,LK Erzgebirgskreis,Sachsen,0.5330237847057708,5
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Erzgebirgskreis,Sachsen,,0
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Erzgebirgskreis,Sachsen,0.19741621655769293,3
2020-08-04,1,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Erzgebirgskreis,Sachsen,0.49354054139423226,3
2020-08-08,-2,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Erzgebirgskreis,Sachsen,2.4060101392968827,8
2020-08-24,-2,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Erzgebirgskreis,Sachsen,2.554072301715152,8
2020-09-04,1,-2,2,-4,0,0,0,3,2,3,2,2,0,2,LK Erzgebirgskreis,Sachsen,32.70693167819577,40
2020-10-15,1,-2,2,-4,0,1,1,3,2,3,2,2,0,2,LK Erzgebirgskreis,Sachsen,155.3806635892299,7
2020-10-22,1,-2,2,-4,0,-2,1,3,2,3,2,2,0,2,LK Erzgebirgskreis,Sachsen,261.8815847281686,11
2020-11-02,1,2,2,4,0,1,1,3,2,3,2,2,0,2,LK Erzgebirgskreis,Sachsen,351.9931141223665,9
2020-11-11,1,2,2,4,0,1,1,3,2,1,2,2,0,2,LK Erzgebirgskreis,Sachsen,347.8213977566868,19
2020-11-30,1,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Erzgebirgskreis,Sachsen,511.24877601945724,15
2020-12-15,3,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Erzgebirgskreis,Sachsen,634.2983037998673,1
2020-12-16,3,3,2,4,1,2,1,3,2,1,2,2,0,2,LK Erzgebirgskreis,Sachsen,571.3315041823522,11
2020-12-27,3,3,2,4,1,2,1,3,2,1,2,2,2,2,LK Erzgebirgskreis,Sachsen,367.52318982490505,9
2021-01-05,3,3,2,4,1,2,-2,3,2,1,1,2,2,2,LK Erzgebirgskreis,Sachsen,377.0254903818819,5
2021-01-10,3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Erzgebirgskreis,Sachsen,141.3270556812898,43
2021-02-22,-3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Erzgebirgskreis,Sachsen,82.02643797972141,2
2021-02-24,-3,3,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Erzgebirgskreis,Sachsen,89.13342177579835,5
2021-03-01,-3,2,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Erzgebirgskreis,Sachsen,136.49772825886376,19
2021-03-20,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,LK Erzgebirgskreis,Sachsen,303.29241365202694,63
2021-05-22,-3,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Erzgebirgskreis,Sachsen,117.49555155458688,9
2021-05-31,1,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Erzgebirgskreis,Sachsen,73.73495688429831,6
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,LK Erzgebirgskreis,Sachsen,52.41400549606747,1
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,8.738359621994608,55
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,5.182175684639439,2
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,7.525041666434413,17
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,12.930762184528886,3
2021-08-23,-3,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,17.23443570548659,5
2021-08-28,-3,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,29.845101596025504,14
2021-09-11,1,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,57.65540604567421,10
2021-09-21,1,-2,2,-3,1,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,88.0673742063868,10
2021-10-01,1,-2,-2,-3,1,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,123.77996778167345,8
2021-10-10,1,-2,-2,-3,0,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,226.79421728418458,16
2021-10-28,1,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,429.3802710129821,11
2021-11-10,-2,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,756.3015256325216,5
2021-11-15,1,-2,2,4,0,2,-2,2,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,858.8312582826416,67
2022-01-24,1,1,1,4,0,2,0,2,2,3,2,2,5,3,LK Erzgebirgskreis,Sachsen,1532.8657936689317,68
2022-04-03,1,1,0,0,0,1,1,2,2,3,2,2,5,3,LK Erzgebirgskreis,Sachsen,961.1208503111278,12
2022-04-19,1,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Erzgebirgskreis,Sachsen,412.89601693041476,6
2022-04-25,0,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Erzgebirgskreis,Sachsen,378.41398443833765,9
2022-05-04,0,1,0,0,0,1,0,1,2,3,2,2,5,3,LK Erzgebirgskreis,Sachsen,203.04874798635458,16
2022-05-23,0,0,0,0,0,1,0,1,2,3,2,2,5,3,LK Erzgebirgskreis,Sachsen,98.13560125082915,5
2022-05-31,0,0,0,0,0,1,0,1,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,108.93673599924192,8
2022-06-12,0,0,0,0,0,1,0,0,2,3,2,2,5,2,LK Erzgebirgskreis,Sachsen,260.7621450456426,96
2022-10-10,0,0,0,0,0,1,1,1,2,3,2,2,5,3,LK Erzgebirgskreis,Sachsen,469.6220082091897,19
2022-11-22,0,0,0,0,0,1,0,0,2,3,2,2,5,3,LK Erzgebirgskreis,Sachsen,152.25020644095787,35
2020-03-18,3,0,-2,-1,0,1,1,4,2,1,1,0,0,1,LK Erzgebirgskreis,Sachsen,5.922486496730787,1
2020-03-09,-2,0,1,0,0,1,0,1,2,1,2,0,0,1,LK Erzgebirgskreis,Sachsen,,0
2020-05-03,3,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Erzgebirgskreis,Sachsen,4.4418648725480905,1
2020-02-26,-2,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Erzgebirgskreis,Sachsen,,0
2020-02-28,-2,0,0,0,0,0,0,1,2,1,2,0,0,1,LK Erzgebirgskreis,Sachsen,,0
2020-02-04,0,0,0,0,0,0,0,0,1,1,2,0,0,0,LK Erzgebirgskreis,Sachsen,,0
2020-02-20,0,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Erzgebirgskreis,Sachsen,,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,LK Erzgebirgskreis,Sachsen,,0
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LK Erzgebirgskreis,Sachsen,,0
2020-03-07,-2,0,1,0,0,0,0,1,2,1,2,0,0,1,LK Darmstadt-Dieburg,Hessen,,0
2020-03-12,-2,0,-2,-1,0,1,0,1,2,1,2,0,0,1,LK Darmstadt-Dieburg,Hessen,0.1681243043856906,2
2020-03-16,-3,0,-2,-1,0,1,0,3,2,1,2,0,0,1,LK Darmstadt-Dieburg,Hessen,3.026237478942431,2
2020-03-19,3,0,-2,-1,0,1,-2,4,2,1,1,0,0,1,LK Darmstadt-Dieburg,Hessen,11.432452698226962,1
2020-03-20,3,0,2,-1,0,1,-2,4,2,1,1,0,0,1,LK Darmstadt-Dieburg,Hessen,19.166170699968728,1
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,LK Darmstadt-Dieburg,Hessen,22.19240817891116,1
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,LK Darmstadt-Dieburg,Hessen,26.4627655103077,10
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,LK Darmstadt-Dieburg,Hessen,25.353145101362145,5
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,LK Darmstadt-Dieburg,Hessen,13.432247055656754,19
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,LK Darmstadt-Dieburg,Hessen,7.5655936973560785,2
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,LK Darmstadt-Dieburg,Hessen,6.220599262270552,4
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Darmstadt-Dieburg,Hessen,3.1943617833281213,2
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Darmstadt-Dieburg,Hessen,,0
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Darmstadt-Dieburg,Hessen,2.605926717978204,4
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,LK Darmstadt-Dieburg,Hessen,4.707480522799337,4
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,LK Darmstadt-Dieburg,Hessen,5.884350653499171,2
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,LK Darmstadt-Dieburg,Hessen,4.735501240196952,12
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Darmstadt-Dieburg,Hessen,0.8966629567236831,6
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Darmstadt-Dieburg,Hessen,2.934533312913872,11
2020-08-04,1,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Darmstadt-Dieburg,Hessen,5.2454782968335465,5
2020-08-08,-2,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Darmstadt-Dieburg,Hessen,10.063440505372052,14
2020-08-24,-2,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Darmstadt-Dieburg,Hessen,12.471766579883957,11
2020-09-04,1,-2,2,-4,0,0,0,3,2,3,2,2,0,2,LK Darmstadt-Dieburg,Hessen,11.958380009382198,39
2020-10-15,1,-2,2,-4,0,1,1,3,2,3,2,2,0,2,LK Darmstadt-Dieburg,Hessen,44.00053223351217,7
2020-10-22,1,-2,2,-4,0,-2,1,3,2,3,2,2,0,2,LK Darmstadt-Dieburg,Hessen,119.67393666726888,11
2020-11-02,1,2,2,4,0,1,1,3,2,3,2,2,0,2,LK Darmstadt-Dieburg,Hessen,157.85004133989838,9
2020-11-11,1,2,2,4,0,1,1,3,2,1,2,2,0,2,LK Darmstadt-Dieburg,Hessen,143.10032897502046,19
2020-11-30,1,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Darmstadt-Dieburg,Hessen,139.72250523146795,15
2020-12-15,3,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Darmstadt-Dieburg,Hessen,173.84053073480408,1
2020-12-16,3,3,2,4,1,2,1,3,2,1,2,2,0,2,LK Darmstadt-Dieburg,Hessen,182.36901817546004,11
2020-12-27,3,3,2,4,1,2,1,3,2,1,2,2,2,2,LK Darmstadt-Dieburg,Hessen,126.50419881109964,9
2021-01-05,3,3,2,4,1,2,-2,3,2,1,1,2,2,2,LK Darmstadt-Dieburg,Hessen,111.2982895033272,5
2021-01-10,3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Darmstadt-Dieburg,Hessen,85.13494537321114,42
2021-02-22,-3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Darmstadt-Dieburg,Hessen,69.09908910251883,2
2021-02-24,-3,3,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Darmstadt-Dieburg,Hessen,69.46896257216736,5
2021-03-01,-3,2,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Darmstadt-Dieburg,Hessen,59.60449022852694,19
2021-03-20,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,LK Darmstadt-Dieburg,Hessen,99.92454687964762,63
2021-05-22,-3,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Darmstadt-Dieburg,Hessen,37.734566095455,9
2021-05-31,1,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Darmstadt-Dieburg,Hessen,31.607369224509835,6
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,LK Darmstadt-Dieburg,Hessen,28.244883136796023,1
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,12.314312257080207,53
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,15.131187394712153,2
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,20.827634413897908,17
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,52.903114446697316,3
2021-08-23,-3,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,64.02173511007098,5
2021-08-28,-3,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,91.93997674120337,14
2021-09-11,1,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,71.52007908567279,10
2021-09-21,1,-2,2,-3,1,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,59.852252361305865,10
2021-10-01,1,-2,-2,-3,1,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,57.722677839087105,9
2021-10-10,1,-2,-2,-3,0,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,52.51082440313069,18
2021-10-28,1,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,102.27130762169548,13
2021-11-10,-2,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,187.29047508565932,5
2021-11-15,1,-2,2,4,0,2,-2,2,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,357.4130569177627,70
2022-01-24,1,1,1,4,0,2,0,2,2,3,2,2,5,3,LK Darmstadt-Dieburg,Hessen,1279.2797613278135,69
2022-04-03,1,1,0,0,0,1,1,2,2,3,2,2,5,3,LK Darmstadt-Dieburg,Hessen,1142.0263686158999,16
2022-04-19,1,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Darmstadt-Dieburg,Hessen,947.0442066045953,6
2022-04-25,0,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Darmstadt-Dieburg,Hessen,811.6561060585755,7
2022-05-04,0,1,0,0,0,1,0,1,2,3,2,2,5,3,LK Darmstadt-Dieburg,Hessen,516.9822359859986,16
2022-05-23,0,0,0,0,0,1,0,1,2,3,2,2,5,3,LK Darmstadt-Dieburg,Hessen,337.2573545976953,6
2022-05-31,0,0,0,0,0,1,0,1,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,307.0958543909025,10
2022-06-12,0,0,0,0,0,1,0,0,2,3,2,2,5,2,LK Darmstadt-Dieburg,Hessen,496.08774743694494,100
2022-10-10,0,0,0,0,0,1,1,1,2,3,2,2,5,3,LK Darmstadt-Dieburg,Hessen,820.2784810977844,20
2022-11-22,0,0,0,0,0,1,0,0,2,3,2,2,5,3,LK Darmstadt-Dieburg,Hessen,205.0780264896654,30
2020-03-18,3,0,-2,-1,0,1,1,4,2,1,1,0,0,1,LK Darmstadt-Dieburg,Hessen,5.716226349113481,1
2020-03-09,-2,0,1,0,0,1,0,1,2,1,2,0,0,1,LK Darmstadt-Dieburg,Hessen,,0
2020-05-03,3,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Darmstadt-Dieburg,Hessen,,0
2020-02-26,-2,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Darmstadt-Dieburg,Hessen,,0
2020-02-28,-2,0,0,0,0,0,0,1,2,1,2,0,0,1,LK Darmstadt-Dieburg,Hessen,,0
2020-02-04,0,0,0,0,0,0,0,0,1,1,2,0,0,0,LK Darmstadt-Dieburg,Hessen,,0
