date,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,district,fed_state,mean_incidence,num_of_entries
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,LK Ansbach,Bayern,21.74515762521133,1
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,LK Ansbach,Bayern,41.20707369977548,10
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,LK Ansbach,Bayern,66.32273075689457,5
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,LK Ansbach,Bayern,50.47983020138346,21
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,LK Ansbach,Bayern,36.42313902222899,2
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,LK Ansbach,Bayern,22.832415506471904,4
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Ansbach,Bayern,13.047094575126803,2
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Ansbach,Bayern,15.765239278278218,1
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Ansbach,Bayern,15.085703102490363,4
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,LK Ansbach,Bayern,9.921228166502672,4
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,LK Ansbach,Bayern,9.7853209313451,1
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,LK Ansbach,Bayern,5.013466896923725,9
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Ansbach,Bayern,0.0,1
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Ansbach,Bayern,0.5436289406302833,2
2020-08-04,1,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Ansbach,Bayern,3.2617736437817,2
2020-08-08,-2,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Ansbach,Bayern,2.2832415506471904,5
2020-08-24,-2,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Ansbach,Bayern,5.776057494196761,8
2020-09-04,1,-2,2,-4,0,0,0,3,2,3,2,2,0,2,LK Ansbach,Bayern,11.13615648079005,33
2020-10-15,1,-2,2,-4,0,1,1,3,2,3,2,2,0,2,LK Ansbach,Bayern,33.316687932913084,7
2020-10-22,1,-2,2,-4,0,-2,1,3,2,3,2,2,0,2,LK Ansbach,Bayern,94.24548998017731,11
2020-11-02,1,2,2,4,0,1,1,3,2,3,2,2,0,2,LK Ansbach,Bayern,152.51811945460727,9
2020-11-11,1,2,2,4,0,1,1,3,2,1,2,2,0,2,LK Ansbach,Bayern,168.55358364489473,19
2020-11-30,1,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Ansbach,Bayern,136.26965445132436,15
2020-12-15,3,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Ansbach,Bayern,142.9744113857645,1
2020-12-16,3,3,2,4,1,2,1,3,2,1,2,2,0,2,LK Ansbach,Bayern,142.9744113857645,11
2020-12-27,3,3,2,4,1,2,1,3,2,1,2,2,2,2,LK Ansbach,Bayern,90.36321057587821,9
2021-01-05,3,3,2,4,1,2,-2,3,2,1,1,2,2,2,LK Ansbach,Bayern,102.74586977912357,5
2021-01-10,3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Ansbach,Bayern,108.00516371638396,43
2021-02-22,-3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Ansbach,Bayern,72.57446357414284,2
2021-02-24,-3,3,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Ansbach,Bayern,89.69877520399675,5
2021-03-01,-3,2,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Ansbach,Bayern,102.03056854145214,19
2021-03-20,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,LK Ansbach,Bayern,163.14045637390691,63
2021-05-22,-3,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Ansbach,Bayern,30.564027106547048,9
2021-05-31,1,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Ansbach,Bayern,22.46999621271838,6
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,LK Ansbach,Bayern,16.852497159538785,1
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,LK Ansbach,Bayern,8.133525304045394,52
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,LK Ansbach,Bayern,12.77528010481166,2
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,10.600764342290528,16
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,18.302174334552873,3
2021-08-23,-3,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,29.899591734665584,5
2021-08-28,-3,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,50.67398339446571,14
2021-09-11,1,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,60.56026398621357,10
2021-09-21,1,-2,2,-3,1,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,65.83346471032732,10
2021-10-01,1,-2,-2,-3,1,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,99.24248327283951,9
2021-10-10,1,-2,-2,-3,0,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,146.53820110767415,18
2021-10-28,1,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,243.88030628890868,13
2021-11-10,-2,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Ansbach,Bayern,471.10883995020356,5
2021-11-15,1,-2,2,4,0,2,-2,2,2,3,2,2,5,2,LK Ansbach,Bayern,430.4376290633351,70
2022-01-24,1,1,1,4,0,2,0,2,2,3,2,2,5,3,LK Ansbach,Bayern,1903.465524194994,69
2022-04-03,1,1,0,0,0,1,1,2,2,3,2,2,5,3,LK Ansbach,Bayern,1880.4125056401504,16
2022-04-19,1,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Ansbach,Bayern,835.2858672784305,6
2022-04-25,0,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Ansbach,Bayern,1070.5261905322793,9
2022-05-04,0,1,0,0,0,1,0,1,2,3,2,2,5,3,LK Ansbach,Bayern,621.21687110135,18
2022-05-23,0,0,0,0,0,1,0,1,2,3,2,2,5,3,LK Ansbach,Bayern,321.949139284379,9
2022-05-31,0,0,0,0,0,1,0,1,2,3,2,2,5,2,LK Ansbach,Bayern,384.04913614890296,11
2022-06-12,0,0,0,0,0,1,0,0,2,3,2,2,5,2,LK Ansbach,Bayern,428.1031042899634,116
2022-10-10,0,0,0,0,0,1,1,1,2,3,2,2,5,3,LK Ansbach,Bayern,851.0964089684279,24
2022-11-22,0,0,0,0,0,1,0,0,2,3,2,2,5,3,LK Ansbach,Bayern,116.47965354241495,38
2020-03-18,3,0,-2,-1,0,1,1,4,2,1,1,0,0,1,LK Ansbach,Bayern,5.4362894063028335,1
2020-03-09,-2,0,1,0,0,1,0,1,2,1,2,0,0,1,LK Ansbach,Bayern,,0
2020-05-03,3,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Ansbach,Bayern,16.3088682189085,1
2020-02-26,-2,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Ansbach,Bayern,,0
2020-02-28,-2,0,0,0,0,0,0,1,2,1,2,0,0,1,LK Ansbach,Bayern,,0
2020-02-04,0,0,0,0,0,0,0,0,1,1,2,0,0,0,LK Ansbach,Bayern,,0
2020-02-20,0,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Ansbach,Bayern,,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,LK Ansbach,Bayern,,0
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LK Ansbach,Bayern,,0
2020-03-07,-2,0,1,0,0,0,0,1,2,1,2,0,0,1,LK Vechta,Niedersachsen,,0
2020-03-12,-2,0,-2,-1,0,1,0,1,2,1,2,0,0,1,LK Vechta,Niedersachsen,0.3531123320950861,2
2020-03-16,-3,0,-2,-1,0,1,0,3,2,1,2,0,0,1,LK Vechta,Niedersachsen,3.884235653045947,2
2020-03-19,3,0,-2,-1,0,1,-2,4,2,1,1,0,0,1,LK Vechta,Niedersachsen,17.655616604754304,1
2020-03-20,3,0,2,-1,0,1,-2,4,2,1,1,0,0,1,LK Vechta,Niedersachsen,21.186739925705165,1
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,LK Vechta,Niedersachsen,31.073885224367576,1
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,LK Vechta,Niedersachsen,55.703470387999836,8
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,LK Vechta,Niedersachsen,64.08988827525812,4
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,LK Vechta,Niedersachsen,25.507173165456805,17
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,LK Vechta,Niedersachsen,5.649797313521377,1
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,LK Vechta,Niedersachsen,3.531123320950861,2
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Vechta,Niedersachsen,4.943572649331205,2
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Vechta,Niedersachsen,7.062246641901722,1
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Vechta,Niedersachsen,6.35602197771155,1
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,LK Vechta,Niedersachsen,1.7655616604754305,2
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,LK Vechta,Niedersachsen,3.531123320950861,1
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,LK Vechta,Niedersachsen,5.885205534918103,6
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Vechta,Niedersachsen,4.786633835066722,9
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Vechta,Niedersachsen,19.818429638836704,16
2020-08-04,1,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Vechta,Niedersachsen,19.538882375928097,6
2020-08-08,-2,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Vechta,Niedersachsen,18.754188304605684,9
2020-08-24,-2,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Vechta,Niedersachsen,16.59627960846905,12
2020-09-04,1,-2,2,-4,0,0,0,3,2,3,2,2,0,2,LK Vechta,Niedersachsen,28.726726781617884,34
2020-10-15,1,-2,2,-4,0,1,1,3,2,3,2,2,0,2,LK Vechta,Niedersachsen,103.91591487369678,7
2020-10-22,1,-2,2,-4,0,-2,1,3,2,3,2,2,0,2,LK Vechta,Niedersachsen,217.2603876017766,11
2020-11-02,1,2,2,4,0,1,1,3,2,3,2,2,0,2,LK Vechta,Niedersachsen,292.84782741752474,9
2020-11-11,1,2,2,4,0,1,1,3,2,1,2,2,0,2,LK Vechta,Niedersachsen,245.32014650816507,19
2020-11-30,1,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Vechta,Niedersachsen,175.19079836344204,15
2020-12-15,3,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Vechta,Niedersachsen,167.3752454130708,1
2020-12-16,3,3,2,4,1,2,1,3,2,1,2,2,0,2,LK Vechta,Niedersachsen,197.2485487083151,10
2020-12-27,3,3,2,4,1,2,1,3,2,1,2,2,2,2,LK Vechta,Niedersachsen,159.70766334472037,7
2021-01-05,3,3,2,4,1,2,-2,3,2,1,1,2,2,2,LK Vechta,Niedersachsen,124.43678583030835,5
2021-01-10,3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Vechta,Niedersachsen,130.73368202218072,43
2021-02-22,-3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Vechta,Niedersachsen,118.64574358394893,2
2021-02-24,-3,3,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Vechta,Niedersachsen,117.23329425556858,5
2021-03-01,-3,2,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Vechta,Niedersachsen,116.93593650222535,19
2021-03-20,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,LK Vechta,Niedersachsen,197.95932966066133,62
2021-05-22,-3,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Vechta,Niedersachsen,32.87868158840913,9
2021-05-31,1,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Vechta,Niedersachsen,25.65949613224292,6
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,LK Vechta,Niedersachsen,28.248986567606888,1
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,LK Vechta,Niedersachsen,10.621065047722785,51
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,28.248986567606888,1
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,24.43537338097996,15
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,38.84235653045947,2
2021-08-23,-3,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,55.368013672509505,5
2021-08-28,-3,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,68.24698345765027,11
2021-09-11,1,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,64.8717798677544,7
2021-09-21,1,-2,2,-3,1,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,81.30411446489357,8
2021-10-01,1,-2,-2,-3,1,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,73.0438081248121,7
2021-10-10,1,-2,-2,-3,0,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,93.66304608822159,16
2021-10-28,1,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,138.9978543610657,11
2021-11-10,-2,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,173.26045094798891,3
2021-11-15,1,-2,2,4,0,2,-2,2,2,3,2,2,5,2,LK Vechta,Niedersachsen,394.8437895245054,66
2022-01-24,1,1,1,4,0,2,0,2,2,3,2,2,5,3,LK Vechta,Niedersachsen,2317.4506476898982,69
2022-04-03,1,1,0,0,0,1,1,2,2,3,2,2,5,3,LK Vechta,Niedersachsen,2161.400584754022,16
2022-04-19,1,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Vechta,Niedersachsen,1729.8973149338265,6
2022-04-25,0,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Vechta,Niedersachsen,1394.6367729613255,9
2022-05-04,0,1,0,0,0,1,0,1,2,3,2,2,5,3,LK Vechta,Niedersachsen,840.4073503863049,18
2022-05-23,0,0,0,0,0,1,0,1,2,3,2,2,5,3,LK Vechta,Niedersachsen,390.30683107576846,9
2022-05-31,0,0,0,0,0,1,0,1,2,3,2,2,5,2,LK Vechta,Niedersachsen,478.1782998989457,11
2022-06-12,0,0,0,0,0,1,0,0,2,3,2,2,5,2,LK Vechta,Niedersachsen,607.3711660678917,118
2022-10-10,0,0,0,0,0,1,1,1,2,3,2,2,5,3,LK Vechta,Niedersachsen,563.6849861344558,24
2022-11-22,0,0,0,0,0,1,0,0,2,3,2,2,5,3,LK Vechta,Niedersachsen,314.71136597974544,40
2020-03-18,3,0,-2,-1,0,1,1,4,2,1,1,0,0,1,LK Vechta,Niedersachsen,12.005819291232926,1
2020-03-09,-2,0,1,0,0,1,0,1,2,1,2,0,0,1,LK Vechta,Niedersachsen,,0
2020-05-03,3,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Vechta,Niedersachsen,,0
2020-02-26,-2,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Vechta,Niedersachsen,,0
2020-02-28,-2,0,0,0,0,0,0,1,2,1,2,0,0,1,LK Vechta,Niedersachsen,,0
2020-02-04,0,0,0,0,0,0,0,0,1,1,2,0,0,0,LK Vechta,Niedersachsen,,0
2020-02-20,0,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Vechta,Niedersachsen,,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,LK Vechta,Niedersachsen,,0
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LK Vechta,Niedersachsen,,0
2020-03-07,-2,0,1,0,0,0,0,1,2,1,2,0,0,1,LK Ebersberg,Bayern,2.532678589016617,5
2020-03-12,-2,0,-2,-1,0,1,0,1,2,1,2,0,0,1,LK Ebersberg,Bayern,11.608110199659496,4
2020-03-16,-3,0,-2,-1,0,1,0,3,2,1,2,0,0,1,LK Ebersberg,Bayern,13.36691477536548,2
2020-03-19,3,0,-2,-1,0,1,-2,4,2,1,1,0,0,1,LK Ebersberg,Bayern,16.884523926777447,1
2020-03-20,3,0,2,-1,0,1,-2,4,2,1,1,0,0,1,LK Ebersberg,Bayern,19.698611247907024,1
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,LK Ebersberg,Bayern,,0
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,LK Ebersberg,Bayern,60.43252522125762,10
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,LK Ebersberg,Bayern,78.6537406255716,5
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,LK Ebersberg,Bayern,41.50778798666123,20
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,LK Ebersberg,Bayern,29.899677787001732,2
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,LK Ebersberg,Bayern,27.437351381013354,3
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Ebersberg,Bayern,15.125719351071465,2
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Ebersberg,Bayern,5.628174642259149,1
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Ebersberg,Bayern,6.097189195780746,3
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,LK Ebersberg,Bayern,15.477480266212659,4
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,LK Ebersberg,Bayern,16.884523926777447,1
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,LK Ebersberg,Bayern,4.080426615637884,10
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Ebersberg,Bayern,0.7035218302823937,3
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Ebersberg,Bayern,3.048594597890373,9
2020-08-04,1,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Ebersberg,Bayern,6.68345738768274,4
2020-08-08,-2,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Ebersberg,Bayern,19.24634721415406,14
2020-08-24,-2,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Ebersberg,Bayern,23.997911321854986,9
2020-09-04,1,-2,2,-4,0,0,0,3,2,3,2,2,0,2,LK Ebersberg,Bayern,24.84542884839401,38
2020-10-15,1,-2,2,-4,0,1,1,3,2,3,2,2,0,2,LK Ebersberg,Bayern,55.075708999250246,7
2020-10-22,1,-2,2,-4,0,-2,1,3,2,3,2,2,0,2,LK Ebersberg,Bayern,114.09844956579913,11
2020-11-02,1,2,2,4,0,1,1,3,2,3,2,2,0,2,LK Ebersberg,Bayern,164.70227737833372,9
2020-11-11,1,2,2,4,0,1,1,3,2,1,2,2,0,2,LK Ebersberg,Bayern,174.58449630428876,19
2020-11-30,1,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Ebersberg,Bayern,202.98949876414665,15
2020-12-15,3,2,2,4,1,1,1,3,2,1,2,2,0,2,LK Ebersberg,Bayern,248.3432060896849,1
2020-12-16,3,3,2,4,1,2,1,3,2,1,2,2,0,2,LK Ebersberg,Bayern,209.7902097902098,10
2020-12-27,3,3,2,4,1,2,1,3,2,1,2,2,2,2,LK Ebersberg,Bayern,162.27903551847214,9
2021-01-05,3,3,2,4,1,2,-2,3,2,1,1,2,2,2,LK Ebersberg,Bayern,158.29241181353856,5
2021-01-10,3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Ebersberg,Bayern,101.94522149975802,43
2021-02-22,-3,3,2,4,1,-2,-2,3,2,1,1,2,2,2,LK Ebersberg,Bayern,41.15602707152003,2
2021-02-24,-3,3,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Ebersberg,Bayern,51.35709361061474,5
2021-03-01,-3,2,2,4,1,-2,-2,3,2,1,1,2,3,2,LK Ebersberg,Bayern,57.91095487166651,19
2021-03-20,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,LK Ebersberg,Bayern,99.27474716207112,63
2021-05-22,-3,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Ebersberg,Bayern,34.863415145105286,9
2021-05-31,1,2,2,4,1,-2,1,3,2,3,2,2,3,2,LK Ebersberg,Bayern,24.388756783122982,6
2021-06-06,1,2,2,4,1,1,1,3,2,3,2,2,3,2,LK Ebersberg,Bayern,19.698611247907024,1
2021-06-07,1,2,2,4,1,1,1,3,2,3,2,2,5,2,LK Ebersberg,Bayern,10.719114432302653,55
2021-08-01,1,2,2,4,1,1,1,2,2,3,2,2,5,2,LK Ebersberg,Bayern,11.608110199659496,2
2021-08-03,1,2,2,4,1,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,20.48490035234029,17
2021-08-20,1,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,44.556382584551606,3
2021-08-23,-3,2,2,3,1,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,61.34710360062472,5
2021-08-28,-3,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,101.50814979788822,14
2021-09-11,1,-2,2,3,1,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,111.50821009975941,10
2021-09-21,1,-2,2,-3,1,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,94.76439053903843,10
2021-10-01,1,-2,-2,-3,1,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,96.77333620995593,9
2021-10-10,1,-2,-2,-3,0,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,153.56318173219586,18
2021-10-28,1,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,388.39816737974917,13
2021-11-10,-2,-2,2,-4,0,1,0,2,2,3,2,2,5,2,LK Ebersberg,Bayern,700.0042211309817,5
2021-11-15,1,-2,2,4,0,2,-2,2,2,3,2,2,5,2,LK Ebersberg,Bayern,542.4153311477256,69
2022-01-24,1,1,1,4,0,2,0,2,2,3,2,2,5,3,LK Ebersberg,Bayern,1840.4334999558516,69
2022-04-03,1,1,0,0,0,1,1,2,2,3,2,2,5,3,LK Ebersberg,Bayern,1381.101293073124,16
2022-04-19,1,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Ebersberg,Bayern,1056.5725354457747,6
2022-04-25,0,1,0,0,0,1,1,1,2,3,2,2,5,3,LK Ebersberg,Bayern,981.7647141590804,8
2022-05-04,0,1,0,0,0,1,0,1,2,3,2,2,5,3,LK Ebersberg,Bayern,773.9153969477085,17
2022-05-23,0,0,0,0,0,1,0,1,2,3,2,2,5,3,LK Ebersberg,Bayern,381.8113476061162,7
2022-05-31,0,0,0,0,0,1,0,1,2,3,2,2,5,2,LK Ebersberg,Bayern,361.5320516728968,9
2022-06-12,0,0,0,0,0,1,0,0,2,3,2,2,5,2,LK Ebersberg,Bayern,442.6336458131186,101
2022-10-10,0,0,0,0,0,1,1,1,2,3,2,2,5,3,LK Ebersberg,Bayern,714.9456847645982,21
2022-11-22,0,0,0,0,0,1,0,0,2,3,2,2,5,3,LK Ebersberg,Bayern,95.61301374681656,32
2020-03-18,3,0,-2,-1,0,1,1,4,2,1,1,0,0,1,LK Ebersberg,Bayern,15.477480266212662,1
2020-03-09,-2,0,1,0,0,1,0,1,2,1,2,0,0,1,LK Ebersberg,Bayern,7.035218302823937,1
2020-05-03,3,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Ebersberg,Bayern,,0
2020-02-26,-2,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Ebersberg,Bayern,,0
2020-02-28,-2,0,0,0,0,0,0,1,2,1,2,0,0,1,LK Ebersberg,Bayern,,0
2020-02-04,0,0,0,0,0,0,0,0,1,1,2,0,0,0,LK Ebersberg,Bayern,,0
2020-02-20,0,0,0,0,0,0,0,0,2,1,2,0,0,0,LK Ebersberg,Bayern,,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,LK Ebersberg,Bayern,,0
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LK Ebersberg,Bayern,,0
2020-03-07,-2,0,1,0,0,0,0,1,2,1,2,0,0,1,LK Göppingen,Baden-Württemberg,0.5830835792002427,2
2020-03-12,-2,0,-2,-1,0,1,0,1,2,1,2,0,0,1,LK Göppingen,Baden-Württemberg,10.171569103826453,6
2020-03-16,-3,0,-2,-1,0,1,0,3,2,1,2,0,0,1,LK Göppingen,Baden-Württemberg,22.157176009609216,2
2020-03-19,3,0,-2,-1,0,1,-2,4,2,1,1,0,0,1,LK Göppingen,Baden-Württemberg,40.42712815788349,1
2020-03-20,3,0,2,-1,0,1,-2,4,2,1,1,0,0,1,LK Göppingen,Baden-Württemberg,51.70007735575484,1
2020-03-21,3,0,2,-4,0,-2,-2,4,2,1,1,0,0,1,LK Göppingen,Baden-Württemberg,55.97602360322329,1
2020-03-22,3,2,2,4,0,-2,-2,4,2,1,1,0,0,3,LK Göppingen,Baden-Württemberg,66.3549113129876,10
2020-04-01,3,2,2,4,0,-2,-2,4,2,1,1,1,0,3,LK Göppingen,Baden-Württemberg,74.09048679704415,5
2020-04-06,3,2,2,4,0,-2,-2,4,2,1,1,-2,0,3,LK Göppingen,Baden-Württemberg,30.913659234090048,19
2020-04-28,3,2,2,4,0,-2,-2,4,2,1,1,2,0,3,LK Göppingen,Baden-Württemberg,7.385725336536407,2
2020-04-30,3,2,2,4,0,-2,-2,4,2,3,1,2,0,3,LK Göppingen,Baden-Württemberg,7.385725336536406,4
2020-05-04,2,2,2,-4,0,-2,-2,4,2,3,1,2,0,3,LK Göppingen,Baden-Württemberg,8.163170108803396,1
2020-05-06,2,2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Göppingen,Baden-Württemberg,,0
2020-05-07,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,3,LK Göppingen,Baden-Württemberg,4.275946247468445,3
2020-05-14,2,-2,2,-4,0,0,-2,4,2,3,1,2,0,-3,LK Göppingen,Baden-Württemberg,1.9436119306674755,1
2020-05-16,2,-2,2,-4,0,0,-2,3,2,3,1,2,0,-3,LK Göppingen,Baden-Württemberg,,0
2020-05-23,-2,-2,2,-4,0,0,-2,3,2,3,1,2,0,2,LK Göppingen,Baden-Württemberg,1.117576860133798,8
2020-07-04,-3,-2,2,-4,0,0,-2,3,2,3,2,2,0,2,LK Göppingen,Baden-Württemberg,3.7458702663773153,11
2020-07-07,1,-2,2,-3,0,0,-2,3,2,3,2,2,0,2,LK Göppingen,Baden-Württemberg,3.524416300943689,15
